name,label,gender,region,format,augmentation,original_name
JAHNAXXX,PERSON,female,assamese,upper_partial_masked,partial_masked,JAHNABI SENAPATI
Puttamma Hegde-3603,PERSON,female,kannada,firstname_lastname_suffix_noise,suffix_noise,Puttamma Hegde
B Kandasamy-121,PERSON,female,tamil,initial_lastname_truncated+suffix_noise,truncated+suffix_noise,B Kandasamy
Umama***,PERSON,male,telugu,firstname_lastname_partial_masked,partial_masked,Umamaheshwara Nandyala
Jerbanoo  Bharucha,PERSON,female,parsi,firstname_lastname_extra_spaces,extra_spaces,Jerbanoo Bharucha
ajmal sekharan,PERSON,male,malayalam,lower,original,ajmal sekharan
SHAMIKA   PARANJAPE,PERSON,female,marathi,upper_extra_spaces,extra_spaces,SHAMIKA PARANJAPE
T C Rai/63,PERSON,male,northeast,initials_lastname_suffix_noise,suffix_noise,T C Rai
Afia,PERSON,female,muslim,firstname_only,original,Afia
Gkulnth S,PERSON,male,tamil,firstname_initial_vowel_drop,vowel_drop,Gokulnath S
MANDA SAPKAL,PERSON,female,marathi,upper,original,MANDA SAPKAL
GANDHARI   USHA   BORAL,PERSON,female,bengali,three_part_upper_extra_spaces,extra_spaces,GANDHARI USHA BORAL
Bhikchand T,PERSON,male,jain,firstname_initial,original,Bhikchand T
N Simte,PERSON,female,northeast,initial_lastname,original,N Simte
Mistry Jamseed,PERSON,male,parsi,lastname_firstname_char_drop,char_drop,Mistry Jamsheed
Mubarakpuri Kulsum,PERSON,female,muslim,lastname_firstname,original,Mubarakpuri Kulsum
Kaushal K,PERSON,male,gujarati,firstname_initial,original,Kaushal K
P DDasgupta,PERSON,female,bengali,initial_lastname_char_repeat,char_repeat,P Dasgupta
W Nagra,PERSON,male,punjabi,initial_lastname_phonetic_sub,phonetic_sub,B Nagra
Anita Dharua,PERSON,female,odia,firstname_lastname,original,Anita Dharua
FATIM***,PERSON,female,muslim,upper_partial_masked,partial_masked,FATIMA MALIK
Chamaraj H,PERSON,male,kannada,firstname_initial,original,Chamaraj H
nisar rahmani,PERSON,male,muslim,lower,original,nisar rahmani
Ilyas. A.,PERSON,male,muslim,firstname_initial_dots_added,dots_added,Ilyas A
Iyengar Manonmnai,PERSON,female,tamil,lastname_firstname_typo_swap,typo_swap,Iyengar Manonmani
Parait,PERSON,female,punjabi,firstname_only_char_drop,char_drop,Paramjit
Atokah,PERSON,male,northeast,firstname_only_typo_swap,typo_swap,Atokha
KiANTABEN PARVATI TANWAR,PERSON,female,jain,three_part_upper_char_insert,char_insert,KANTABEN PARVATI TANWAR
Dr Harkirat Grewal,PERSON,female,punjabi,firstname_lastname_prefix_noise,prefix_noise,Harkirat Grewal
Paite Manalisha,PERSON,female,assamese,lastname_firstname,original,Paite Manalisha
lenthoi,PERSON,male,northeast,lower_first_name_only,first_name_only,lenthoi lyngdoh
Shiv N.,PERSON,male,hindi,firstname_initial_dots_added,dots_added,Shiv N
KatayunParakh,PERSON,female,parsi,firstname_lastname_no_spaces,no_spaces,Katayun Parakh
MALLYA,PERSON,female,kannada,upper_last_name_only,last_name_only,PRABHAVATHI MALLYA
B. Tailor,PERSON,male,jain,initial_lastname_dots_added,dots_added,B Tailor
Dina Marshall KLL,PERSON,female,parsi,firstname_lastname_suffix_noise,suffix_noise,Dina Marshall
olivia bhatngaar,PERSON,female,christian,lower_typo_swap,typo_swap,olivia bhatnagar
S Tamhane,PERSON,male,marathi,initial_lastname,original,S Tamhane
Thul,PERSON,female,malayalam,firstname_only_abbreviated,abbreviated,Thulasi
Kelkar-Vithabai,PERSON,female,marathi,lastname_firstname_space_replaced,space_replaced,Kelkar Vithabai
ACHANA MAHAVAN,PERSON,female,malayalam,upper_char_drop+double_merge,char_drop+double_merge,ARCHANA MADHAVAN
Hyderabadi Irfan NIO,PERSON,male,muslim,lastname_firstname_suffix_noise,suffix_noise,Hyderabadi Irfan
VINODA KODALI,PERSON,female,telugu,upper,original,VINODA KODALI
Jinendra Nandan Nagar,PERSON,male,gujarati,three_part,original,Jinendra Nandan Nagar
aikt de,PERSON,male,bengali,lower_char_drop,char_drop,saikat de
dval mjmdar,PERSON,male,gujarati,lower_vowel_drop,vowel_drop,daval majmudar
Jodhsingh B,PERSON,male,rajasthani,firstname_initial,original,Jodhsingh B
Mr Elvis Bachan Barik,PERSON,male,christian,three_part_prefix_noise,prefix_noise,Elvis Bachan Barik
Anvi Bind,PERSON,female,hindi,firstname_lastname,original,Anvi Bind
Rowin/P,PERSON,male,christian,firstname_initial_phonetic_sub+space_replaced,phonetic_sub+space_replaced,Robin P
HalderDeborah,PERSON,female,christian,lastname_firstname_no_spaces,no_spaces,Halder Deborah
Barucha Dossi,PERSON,female,parsi,lastname_firstname,original,Barucha Dossi
Anbazhagan Arivazhagan,PERSON,male,tamil,lastname_firstname,original,Anbazhagan Arivazhagan
BENDANGLA PYARI KONYAK,PERSON,female,northeast,three_part_upper,original,BENDANGLA PYARI KONYAK
Tania/Malti/Ghorai,PERSON,female,bengali,three_part_space_replaced,space_replaced,Tania Malti Ghorai
sujan/panag,PERSON,male,punjabi,lower_space_replaced,space_replaced,sujan panag
Bipin J,PERSON,male,odia,firstname_initial,original,Bipin J
Sarpotdar Hemangi,PERSON,female,marathi,lastname_firstname,original,Sarpotdar Hemangi
Vaishali Tanna,PERSON,female,gujarati,firstname_lastname,original,Vaishali Tanna
Om G,PERSON,male,hindi,firstname_initial,original,Om G
ANIRDDHA TD,PERSON,male,bengali,upper_vowel_drop,vowel_drop,ANIRUDDHA TUDU
Routray Dharani AC3385,PERSON,male,odia,lastname_firstname_suffix_noise,suffix_noise,Routray Dharani
MONALISHA DALABEHERA,PERSON,female,odia,upper,original,MONALISHA DALABEHERA
Tekale Yamuna,PERSON,female,marathi,lastname_firstname,original,Tekale Yamuna
KAMALA DOLUI.,PERSON,female,bengali,upper_dots_added,dots_added,KAMALA DOLUI
suresh ballal/47,PERSON,male,kannada,lower_suffix_noise,suffix_noise,suresh ballal
D. Tudu,PERSON,female,assamese,initial_lastname_dots_added,dots_added,D Tudu
Nayak.Komal,PERSON,female,gujarati,lastname_firstname_space_replaced,space_replaced,Nayak Komal
Tanu Gang,PERSON,female,hindi,firstname_lastname_abbreviated,abbreviated,Tanu Gangwar
Tapas Kundu-788,PERSON,male,bengali,firstname_lastname_suffix_noise,suffix_noise,Tapas Kundu
Ghanakanta M,PERSON,male,assamese,firstname_initial,original,Ghanakanta M
UPI/Kumaravel N,PERSON,male,tamil,firstname_initial_prefix_noise,prefix_noise,Kumaravel N
V D Adhv***,PERSON,female,gujarati,initials_lastname_partial_masked,partial_masked,V D Adhvaryu
Kesar.Khatri,PERSON,female,rajasthani,firstname_lastname_space_replaced,space_replaced,Kesar Khatri
Gaikwad Dhanashree-221,PERSON,female,marathi,lastname_firstname_suffix_noise,suffix_noise,Gaikwad Dhanashree
Pahi G,PERSON,female,hindi,firstname_initial,original,Pahi G
RamkaliChandraSaharan,PERSON,female,rajasthani,three_part_extra_spaces+no_spaces,extra_spaces+no_spaces,Ramkali Chandra Saharan
Berwa Trishala,PERSON,female,hindi,lastname_firstname,original,Berwa Trishala
Mini   T,PERSON,female,malayalam,firstname_initial_extra_spaces,extra_spaces,Mini T
Gilani Naveeda,PERSON,female,muslim,lastname_firstname,original,Gilani Naveeda
Chotulal hBati,PERSON,male,rajasthani,firstname_lastname_typo_swap,typo_swap,Chotulal Bhati
B P Sahota,PERSON,female,punjabi,initials_lastname,original,B P Sahota
Shaheen Banuri,PERSON,female,muslim,firstname_lastname,original,Shaheen Banuri
uScharitha,PERSON,female,telugu,firstname_only_typo_swap+first_name_only,typo_swap+first_name_only,Sucharitha
Nazia D172,PERSON,female,muslim,firstname_initial_suffix_noise,suffix_noise,Nazia D
Anamika arula,PERSON,female,punjabi,firstname_lastname_char_drop,char_drop,Anamika Narula
K Reddy360,PERSON,male,kannada,initial_lastname_suffix_noise,suffix_noise,K Reddy
Mr Prabir,PERSON,male,bengali,firstname_only_prefix_noise,prefix_noise,Prabir
Bharati,PERSON,female,bengali,firstname_only,original,Bharati
Prakash B,PERSON,male,odia,firstname_initial,original,Prakash B
ratl T,PERSON,male,assamese,firstname_initial_char_drop,char_drop,Pratul T
ZAMANI,PERSON,male,muslim,upper_last_name_only,last_name_only,TANVEER ZAMANI
Prasanth,PERSON,male,malayalam,firstname_only,original,Prasanth
Dr Freny B,PERSON,female,parsi,firstname_initial_prefix_noise,prefix_noise,Freny B
Juneja Sukpal181,PERSON,male,punjabi,lastname_firstname_suffix_noise+phonetic_sub,suffix_noise+phonetic_sub,Juneja Sukhpal
N Indi-244,PERSON,female,kannada,initial_lastname_suffix_noise,suffix_noise,N Indi
Tirthankar,PERSON,male,assamese,firstname_only,original,Tirthankar
PIYALI MURMU,PERSON,female,bengali,upper,original,PIYALI MURMU
E KaXXX,PERSON,female,christian,initial_lastname_partial_masked,partial_masked,E Karmakar
MNazir,PERSON,female,parsi,initial_lastname_no_spaces,no_spaces,M Nazir
Amrapa..,PERSON,female,bengali,firstname_initial_partial_masked,partial_masked,Amrapali S
kunti thakur,PERSON,female,jain,lower,original,kunti thakur
Hariharan..,PERSON,male,tamil,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Hariharan Rathinavelu
Urmi B292,PERSON,female,bengali,firstname_initial_suffix_noise,suffix_noise,Urmi B
kewiseno cakma,PERSON,female,northeast,lower_phonetic_sub,phonetic_sub,keviseno chakma
MADANLAL DHAWAN,PERSON,male,rajasthani,upper,original,MADANLAL DHAWAN
Vaiphei Tombi,PERSON,female,northeast,lastname_firstname,original,Vaiphei Tombi
JSahotra,PERSON,female,punjabi,initial_lastname_no_spaces,no_spaces,J Sahotra
shivaji kanitkar AC6973,PERSON,male,marathi,lower_suffix_noise,suffix_noise,shivaji kanitkar
Mrs Supriya,PERSON,female,malayalam,firstname_only_prefix_noise,prefix_noise,Supriya
UPI/PRIYAMBADA NAYAK,PERSON,female,odia,upper_prefix_noise,prefix_noise,PRIYAMBADA NAYAK
Isfahani Mumtaz,PERSON,female,muslim,lastname_firstname,original,Isfahani Mumtaz
Ivan. G.,PERSON,male,christian,firstname_initial_dots_added,dots_added,Ivan G
PARDEEP   SAHNI,PERSON,female,punjabi,upper_extra_spaces,extra_spaces,PARDEEP SAHNI
Divyesh S,PERSON,male,gujarati,firstname_initial,original,Divyesh S
Ranjitha S,PERSON,female,kannada,firstname_initial,original,Ranjitha S
W Gangte,PERSON,female,northeast,initial_lastname_phonetic_sub,phonetic_sub,V Gangte
TRiolk guNtuRI,PERSON,male,telugu,lower_case_noise+typo_swap,case_noise+typo_swap,trilok gunturi
Ervad Billi,PERSON,female,parsi,firstname_lastname_truncated_ellipsis,truncated_ellipsis,Ervad Billimoria
MRS DONALD BALAKRISHNAN,PERSON,male,christian,upper_prefix_noise,prefix_noise,DONALD BALAKRISHNAN
Wornali Meitei,PERSON,female,assamese,firstname_lastname_phonetic_sub,phonetic_sub,Bornali Meitei
yaswanth goud,PERSON,male,telugu,lower,original,yaswanth goud
Shao,PERSON,female,bengali,firstname_initial_abbreviated+first_name_only,abbreviated+first_name_only,Shaoli S
prawhakar sarpotdar,PERSON,male,marathi,lower_phonetic_sub,phonetic_sub,prabhakar sarpotdar
Chatterjee Koneenica,PERSON,female,bengali,lastname_firstname,original,Chatterjee Koneenica
Sudheer I,PERSON,male,malayalam,firstname_initial,original,Sudheer I
Jammal,PERSON,male,muslim,firstname_only_char_repeat+dots_added,char_repeat+dots_added,Jamal
Bha Vib,PERSON,female,gujarati,lastname_firstname_abbreviated,abbreviated,Bhanushali Vibha
Mazumder abanita,PERSON,female,assamese,lastname_firstname_char_drop,char_drop,Mazumder Nabanita
Palampuri Jamir,PERSON,male,muslim,lastname_firstname_phonetic_sub,phonetic_sub,Palampuri Zameer
isha salunkhe,PERSON,female,marathi,lower,original,isha salunkhe
kavitha subramaniam,PERSON,female,tamil,lower,original,kavitha subramaniam
Emily R,PERSON,female,christian,firstname_initial,original,Emily R
A Jadjea,PERSON,male,gujarati,initial_lastname_typo_swap,typo_swap,A Jadeja
Vani,PERSON,female,tamil,firstname_only,original,Vani
Pratishtha Kala Goswami,PERSON,female,assamese,three_part,original,Pratishtha Kala Goswami
Karabi C,PERSON,male,assamese,firstname_initial,original,Karabi C
Smt Pranali,PERSON,female,marathi,firstname_only_prefix_noise,prefix_noise,Pranali
ADRIJA CHAKRABARTI,PERSON,female,bengali,upper,original,ADRIJA CHAKRABARTI
MANJULADESHMUKH,PERSON,female,kannada,upper_no_spaces,no_spaces,MANJULA DESHMUKH
Jahanara,PERSON,female,muslim,firstname_only,original,Jahanara
Radhika Sula,PERSON,female,hindi,firstname_lastname_char_drop,char_drop,Radhika Shukla
Alexandra S,PERSON,female,christian,firstname_initial,original,Alexandra S
D Seti,PERSON,male,hindi,initial_lastname_phonetic_sub,phonetic_sub,D Sethi
Mahajan    Rose,PERSON,female,christian,lastname_firstname_extra_spaces,extra_spaces,Mahajan Rose
BerjisDubash,PERSON,male,parsi,firstname_lastname_no_spaces,no_spaces,Berjis Dubash
TULSA MUKHERJI,PERSON,female,rajasthani,upper,original,TULSA MUKHERJI
Dinakar   H,PERSON,male,kannada,firstname_initial_extra_spaces,extra_spaces,Dinakar H
Keval wSarvaiya,PERSON,male,gujarati,firstname_lastname_char_insert,char_insert,Keval Sarvaiya
santosh wagh,PERSON,male,marathi,lower,original,santosh wagh
VANY..,PERSON,female,hindi,upper_partial_masked,partial_masked,VANYA DHANKA
JohnEdgar,PERSON,male,christian,lastname_firstname_no_spaces,no_spaces,John Edgar
Bagi Sadashiva.,PERSON,male,kannada,lastname_firstname_dots_added,dots_added,Bagi Sadashiva
ManXXX,PERSON,female,gujarati,lastname_firstname_partial_masked,partial_masked,Maniar Dimple
PRERANA BtRAHMA,PERSON,female,assamese,upper_char_insert,char_insert,PRERANA BRAHMA
MALLIKA PARAMANIK,PERSON,female,assamese,upper,original,MALLIKA PARAMANIK
Tripathi Harold,PERSON,male,christian,lastname_firstname,original,Tripathi Harold
Ramkumar Perumal,PERSON,male,tamil,firstname_lastname,original,Ramkumar Perumal
G Vava,PERSON,male,punjabi,initial_lastname_phonetic_sub,phonetic_sub,G Bawa
aangthem Bodo,PERSON,male,northeast,firstname_lastname_char_drop,char_drop,Sarangthem Bodo
V Balasubramanian,PERSON,male,tamil,initial_lastname,original,V Balasubramanian
Smt A Chatterjee,PERSON,female,bengali,initial_lastname_prefix_noise,prefix_noise,A Chatterjee
Shri Dimple Savitri Kuki,PERSON,female,assamese,three_part_prefix_noise,prefix_noise,Dimple Savitri Kuki
Shakuntl Knjr,PERSON,female,jain,firstname_lastname_vowel_drop,vowel_drop,Shakuntala Kanjar
Piyush F,PERSON,male,gujarati,firstname_initial,original,Piyush F
Mrs N Jilani,PERSON,male,muslim,initial_lastname_prefix_noise,prefix_noise,N Jilani
Guha Ma.t..,PERSON,female,bengali,lastname_firstname_partial_masked+char_insert,partial_masked+char_insert,Guha Manisha
Pokar,PERSON,male,rajasthani,firstname_only_phonetic_sub,phonetic_sub,Pokhar
dharamdas oj,PERSON,male,jain,lower_truncated,truncated,dharamdas ojha
amba iyer,PERSON,female,jain,lower_abbreviated,abbreviated,ambalika iyer
Smt Kongbrailatpam Dkhar,PERSON,male,northeast,firstname_lastname_prefix_noise,prefix_noise,Kongbrailatpam Dkhar
Z    Sekharan,PERSON,female,malayalam,initial_lastname_extra_spaces,extra_spaces,Z Sekharan
D Gada,PERSON,male,hindi,initial_lastname_abbreviated,abbreviated,D Gadaria
Mrs Athokpam M,PERSON,female,northeast,firstname_initial_prefix_noise,prefix_noise,Athokpam M
Shroff Chandanbala,PERSON,male,jain,lastname_firstname,original,Shroff Chandanbala
LAKHBIR LIDDAR,PERSON,male,punjabi,upper,original,LAKHBIR LIDDAR
S Udayar,PERSON,male,tamil,initial_lastname,original,S Udayar
NatarajanRajan,PERSON,male,tamil,lastname_firstname_no_spaces,no_spaces,Natarajan Rajan
UPI-A V Bhatti,PERSON,male,punjabi,initials_lastname_prefix_noise,prefix_noise,A V Bhatti
Kathiresan T,PERSON,male,tamil,firstname_initial,original,Kathiresan T
Shri JAGANMOHAN RAGHAVENDRA,PERSON,male,telugu,upper_prefix_noise,prefix_noise,JAGANMOHAN RAGHAVENDRA
KasturiXXX,PERSON,female,assamese,firstname_initial_partial_masked,partial_masked,Kasturi M
T Jatgdev,PERSON,male,odia,initial_lastname_char_insert,char_insert,T Jagdev
Atman Rawal,PERSON,male,gujarati,firstname_lastname,original,Atman Rawal
S S Meganathan,PERSON,female,tamil,initials_lastname,original,S S Meganathan
Jalpa,PERSON,male,gujarati,lastname_firstname_last_name_only,last_name_only,Prajapati Jalpa
anusha mangipdi,PERSON,female,telugu,lower_char_drop,char_drop,anusha mangipudi
Pagare A***,PERSON,male,marathi,lastname_firstname_partial_masked,partial_masked,Pagare Ashok
N R Ansari,PERSON,female,muslim,initials_lastname,original,N R Ansari
KKarthik R,PERSON,male,tamil,firstname_initial_char_repeat,char_repeat,Karthik R
Palabi,PERSON,female,assamese,firstname_lastname_char_drop+first_name_only,char_drop+first_name_only,Pallabi Shil
SADANANDGUPTE,PERSON,male,marathi,upper_no_spaces,no_spaces,SADANAND GUPTE
MRS SUKHBIR DEOL,PERSON,male,punjabi,upper_prefix_noise,prefix_noise,SUKHBIR DEOL
S Tha***,PERSON,male,jain,initial_lastname_partial_masked,partial_masked,S Thakor
Kapu Narsaiah,PERSON,male,telugu,lastname_firstname,original,Kapu Narsaiah
anuardha nahak,PERSON,female,odia,lower_typo_swap,typo_swap,anuradha nahak
Goswami Shrabani,PERSON,female,bengali,lastname_firstname,original,Goswami Shrabani
Mri S,PERSON,female,marathi,firstname_initial_abbreviated,abbreviated,Mrinal S
Thenmozhi Jayaraman,PERSON,female,tamil,firstname_lastname,original,Thenmozhi Jayaraman
MMAGAR,PERSON,male,marathi,upper_char_repeat+last_name_only,char_repeat+last_name_only,BABASAHEB MAGAR
Hor***,PERSON,female,parsi,lastname_firstname_partial_masked,partial_masked,Hormuzd Gulshanbanoo
Maxw V,PERSON,male,christian,firstname_initial_abbreviated,abbreviated,Maxwell V
T DaXXX,PERSON,female,odia,initial_lastname_partial_masked,partial_masked,T Dash
S P Vibhuti,PERSON,female,kannada,initials_lastname,original,S P Vibhuti
B U Dabhi,PERSON,female,gujarati,initials_lastname,original,B U Dabhi
Aara Gill,PERSON,male,hindi,firstname_lastname_abbreviated,abbreviated,Aarav Gill
Ambika A,PERSON,female,kannada,firstname_initial,original,Ambika A
R Ahuja,PERSON,male,jain,initial_lastname,original,R Ahuja
Govind Lal Walia/83,PERSON,male,hindi,three_part_suffix_noise,suffix_noise,Govind Lal Walia
Mahadev Man,PERSON,male,marathi,firstname_lastname_truncated_ellipsis,truncated_ellipsis,Mahadev Mane
Adinath M,PERSON,male,jain,firstname_initial,original,Adinath M
ceyrus irani,PERSON,male,parsi,lower_char_insert,char_insert,cyrus irani
Rukmini Phule,PERSON,female,marathi,firstname_lastname,original,Rukmini Phule
Baijanti Indu Vyas,PERSON,female,rajasthani,three_part,original,Baijanti Indu Vyas
Biranci Dah,PERSON,male,odia,firstname_lastname_char_drop,char_drop,Biranchi Dash
roopa hublikar,PERSON,female,kannada,lower,original,roopa hublikar
ANNIRUDH HIREMATH,PERSON,male,kannada,upper_char_repeat,char_repeat,ANIRUDH HIREMATH
Maria,PERSON,female,christian,firstname_initial_first_name_only,first_name_only,Maria P
R Wali,PERSON,female,kannada,initial_lastname,original,R Wali
uttam dutta,PERSON,male,bengali,lower,original,uttam dutta
ShantilalK,PERSON,male,jain,firstname_initial_no_spaces,no_spaces,Shantilal K
NarenZ,PERSON,male,assamese,firstname_initial_no_spaces,no_spaces,Naren Z
Subraanian Dhnalakshmi,PERSON,female,tamil,lastname_firstname_char_drop,char_drop,Subramanian Dhanalakshmi
S S Go,PERSON,female,hindi,initials_lastname_abbreviated,abbreviated,S S Godara
Sor***,PERSON,male,parsi,firstname_initial_partial_masked,partial_masked,Sorabji U
Bishnu Deo. Lakra,PERSON,male,odia,three_part_dots_added,dots_added,Bishnu Deo Lakra
MANOHAR SETI,PERSON,male,rajasthani,upper_phonetic_sub,phonetic_sub,MANOHAR SETHI
A Hamdani,PERSON,female,muslim,initial_lastname,original,A Hamdani
JacobNoufal,PERSON,male,malayalam,lastname_firstname_no_spaces,no_spaces,Jacob Noufal
Mahajan Sakhi,PERSON,female,marathi,lastname_firstname,original,Mahajan Sakhi
Chiru Shaimon,PERSON,female,northeast,lastname_firstname,original,Chiru Shaimon
M Pram...,PERSON,female,bengali,initial_lastname_partial_masked,partial_masked,M Pramanik
Deba A,PERSON,male,odia,firstname_initial,original,Deba A
gmti mheshwri,PERSON,female,jain,lower_vowel_drop,vowel_drop,gomti maheshwari
lipika wasumatary,PERSON,female,assamese,lower_phonetic_sub,phonetic_sub,lipika basumatary
Aravind Balasubramanian,PERSON,male,tamil,firstname_lastname,original,Aravind Balasubramanian
BHUSHAN  TIKAM  KALE,PERSON,male,marathi,three_part_upper_truncated_ellipsis+extra_spaces,truncated_ellipsis+extra_spaces,BHUSHAN TIKAM KALE
Maity Saptami,PERSON,female,bengali,lastname_firstname,original,Maity Saptami
Sakh,PERSON,female,marathi,firstname_only_abbreviated,abbreviated,Sakhi
Path J,PERSON,female,malayalam,firstname_initial_abbreviated,abbreviated,Pathumma J
Ftak Zarir,PERSON,male,parsi,lastname_firstname_vowel_drop,vowel_drop,Fatakia Zarir
Suma Kotian,PERSON,female,kannada,firstname_lastname,original,Suma Kotian
H Setna,PERSON,male,parsi,initial_lastname_phonetic_sub,phonetic_sub,H Sethna
brundaban lakra,PERSON,male,odia,lower,original,brundaban lakra
basavaraj hiremath,PERSON,male,kannada,lower,original,basavaraj hiremath
B Jamatia-5341,PERSON,female,assamese,initial_lastname_suffix_noise,suffix_noise,B Jamatia
Manga. Poduri,PERSON,female,telugu,firstname_lastname_dots_added,dots_added,Manga Poduri
J Marshall,PERSON,male,parsi,initial_lastname,original,J Marshall
Shepa,PERSON,male,northeast,initial_lastname_char_drop,char_drop,D Sherpa
Anokhi K,PERSON,female,rajasthani,firstname_initial,original,Anokhi K
WALANBHA HAJONG,PERSON,female,northeast,upper,original,WALANBHA HAJONG
Dandriyal,PERSON,male,christian,initial_lastname_last_name_only,last_name_only,L Dandriyal
NSKakori,PERSON,female,muslim,initials_lastname_no_spaces,no_spaces,N S Kakori
Rahima B,PERSON,female,muslim,firstname_initial,original,Rahima B
AnnaS,PERSON,female,christian,firstname_initial_no_spaces,no_spaces,Anna S
SHRI mohan gandikota,PERSON,male,telugu,lower_prefix_noise,prefix_noise,mohan gandikota
RajawatBadarilal,PERSON,male,rajasthani,lastname_firstname_no_spaces+last_name_only,no_spaces+last_name_only,Rajawat Badarilal
Madhu C,PERSON,female,gujarati,firstname_initial,original,Madhu C
smta ingale,PERSON,female,marathi,lower_char_drop,char_drop,smita ingale
Narula nAamika,PERSON,female,punjabi,lastname_firstname_typo_swap,typo_swap,Narula Anamika
TULSI GURJAtR,PERSON,male,rajasthani,upper_char_insert,char_insert,TULSI GURJAR
Snudaresan Vaithiyanathan,PERSON,male,tamil,lastname_firstname_typo_swap,typo_swap,Sundaresan Vaithiyanathan
DaulatMisra,PERSON,male,rajasthani,firstname_lastname_no_spaces,no_spaces,Daulat Misra
pawandep jaggi,PERSON,female,punjabi,lower_char_drop,char_drop,pawandeep jaggi
Hannah Sinngh,PERSON,female,christian,firstname_lastname_char_repeat,char_repeat,Hannah Singh
YELLAPPA BALLAL,PERSON,male,kannada,upper,original,YELLAPPA BALLAL
Mumtaz Q,PERSON,female,muslim,firstname_initial,original,Mumtaz Q
B La,PERSON,male,rajasthani,initial_lastname_abbreviated,abbreviated,B Lakhara
Rajeswari Saraswati Kathiresan,PERSON,female,tamil,three_part,original,Rajeswari Saraswati Kathiresan
Peter Dipu,PERSON,male,christian,lastname_firstname_phonetic_sub,phonetic_sub,Peter Deepu
VENKATACHALAM CHETTIAR,PERSON,male,tamil,upper,original,VENKATACHALAM CHETTIAR
BhagyalakshmiG,PERSON,female,telugu,firstname_initial_no_spaces,no_spaces,Bhagyalakshmi G
SHREYANSH MEWAVALA,PERSON,male,jain,upper_phonetic_sub,phonetic_sub,SHREYANSH MEVAWALA
sudipta roy,PERSON,male,bengali,lower,original,sudipta roy
Jtn    Den   Vkariya,PERSON,male,gujarati,three_part_vowel_drop+extra_spaces,vowel_drop+extra_spaces,Jatin Deen Vekariya
Amarchand Wanjara,PERSON,male,jain,firstname_lastname_phonetic_sub,phonetic_sub,Amarchand Banjara
Janicy Lukose,PERSON,female,malayalam,firstname_lastname_char_insert,char_insert,Jancy Lukose
BASAPPA DESHMKH,PERSON,male,kannada,upper_char_drop,char_drop,BASAPPA DESHMUKH
aMnga,PERSON,female,telugu,firstname_only_typo_swap,typo_swap,Manga
Vijayan. Shailaja,PERSON,female,malayalam,lastname_firstname_dots_added,dots_added,Vijayan Shailaja
giri shen,PERSON,male,kannada,lower_abbreviated,abbreviated,girish shenoy
Sneha Pravati Jhala,PERSON,female,gujarati,three_part_typo_swap,typo_swap,Sneha Parvati Jhala
Malhotra    Chandulal,PERSON,male,jain,lastname_firstname_extra_spaces,extra_spaces,Malhotra Chandulal
Swamy  Madhulatha,PERSON,female,telugu,lastname_firstname_extra_spaces,extra_spaces,Swamy Madhulatha
DIVYESH GADH,PERSON,male,gujarati,upper_truncated,truncated,DIVYESH GADHAVI
Tim,PERSON,male,christian,firstname_only_abbreviated,abbreviated,Timothy
LIMBAJI  KEWAL    JOG,PERSON,male,marathi,three_part_upper_extra_spaces,extra_spaces,LIMBAJI KEWAL JOG
kanaiya sheeth,PERSON,male,gujarati,lower_char_repeat,char_repeat,kanaiya sheth
GORDHAN MEENA,PERSON,male,rajasthani,upper,original,GORDHAN MEENA
Traben Pon,PERSON,female,jain,firstname_lastname_vowel_drop,vowel_drop,Taraben Poonia
Awasthi Harichand,PERSON,male,jain,lastname_firstname,original,Awasthi Harichand
Srirm M,PERSON,male,tamil,firstname_initial_vowel_drop,vowel_drop,Sriram M
Hajeera P,PERSON,female,muslim,firstname_initial,original,Hajeera P
karnail phull,PERSON,male,punjabi,lower,original,karnail phull
Cornelius,PERSON,male,christian,firstname_only,original,Cornelius
hraichand gosai,PERSON,male,jain,lower_typo_swap,typo_swap,harichand gosai
Ghanchi Jarguti,PERSON,female,gujarati,lastname_firstname_typo_swap,typo_swap,Ghanchi Jagruti
B Chakrabarti,PERSON,male,assamese,initial_lastname,original,B Chakrabarti
IMPS-Randeep Sran,PERSON,male,punjabi,firstname_lastname_prefix_noise,prefix_noise,Randeep Sran
NOSHIR BARUCHA,PERSON,female,parsi,upper,original,NOSHIR BARUCHA
MILDRED_KUMAR,PERSON,female,christian,upper_space_replaced,space_replaced,MILDRED KUMAR
Sanwarmal,PERSON,male,rajasthani,firstname_lastname_first_name_only,first_name_only,Sanwarmal Gulati
Jaspreet Pushpa Mehra,PERSON,female,punjabi,three_part,original,Jaspreet Pushpa Mehra
NAGMM HROOR,PERSON,female,kannada,upper_vowel_drop+char_drop,vowel_drop+char_drop,NAGAMMA HEROOR
Avinash P RLO,PERSON,male,marathi,firstname_initial_suffix_noise,suffix_noise,Avinash P
Joshi    Dalpatram,PERSON,male,jain,lastname_firstname_extra_spaces,extra_spaces,Joshi Dalpatram
vipul divetia.,PERSON,male,gujarati,lower_dots_added,dots_added,vipul divetia
Anton Lily,PERSON,female,malayalam,lastname_firstname_char_drop,char_drop,Antony Lily
T Shelke AC4682,PERSON,male,marathi,initial_lastname_suffix_noise,suffix_noise,T Shelke
ArunachalamRukmani,PERSON,female,tamil,lastname_firstname_no_spaces,no_spaces,Arunachalam Rukmani
