name,label,gender,region,format
Divya D,PERSON,female,hindi,firstname_initial
thangal kuki,PERSON,male,northeast,lower
Raghunandan Kulkarni,PERSON,male,kannada,firstname_lastname
Anamika Narula,PERSON,female,punjabi,firstname_lastname
S Mazumder,PERSON,male,bengali,initial_lastname
Ponnamma,PERSON,female,malayalam,firstname_only
Damyanti G,PERSON,female,jain,firstname_initial
Homji Nowshir,PERSON,male,parsi,lastname_firstname
Bairwa Kailash,PERSON,male,rajasthani,lastname_firstname
Fredoon B,PERSON,male,parsi,firstname_initial
Gavisiddappa,PERSON,male,kannada,firstname_only
Bali Vidya Gujjar,PERSON,female,rajasthani,three_part
Pokhriyal Riddhima,PERSON,female,jain,lastname_firstname
hormuz birdy,PERSON,male,parsi,lower
Lama Lakhimi,PERSON,female,assamese,lastname_firstname
TRIBIKRAM PANDA,PERSON,male,odia,upper
lovlina ramchiary,PERSON,male,northeast,lower
lakhbir chana,PERSON,male,punjabi,lower
Biplab D,PERSON,male,assamese,firstname_initial
Lawrence Padmanabhan,PERSON,male,christian,firstname_lastname
hutokshi readymoney,PERSON,female,parsi,lower
Minocher,PERSON,male,parsi,firstname_only
Mukhtar,PERSON,male,muslim,firstname_only
Bharucha Bakhtavar,PERSON,female,parsi,lastname_firstname
Hemchand Soni,PERSON,male,jain,firstname_lastname
R Maddala,PERSON,female,telugu,initial_lastname
Wali Yogesh,PERSON,male,kannada,lastname_firstname
Parekh Sarojben,PERSON,female,jain,lastname_firstname
Jain Kalpana,PERSON,female,hindi,lastname_firstname
Swara Bhagwat,PERSON,female,marathi,firstname_lastname
Muraleedharan Harvey,PERSON,male,christian,lastname_firstname
G Mathews,PERSON,male,malayalam,initial_lastname
Puneet M,PERSON,male,hindi,firstname_initial
paramita rajak,PERSON,female,bengali,lower
Shareefa K,PERSON,female,muslim,firstname_initial
Maibi Angami,PERSON,female,northeast,firstname_lastname
Pai Pavan,PERSON,male,kannada,lastname_firstname
Raghunath Brij Sehrawat,PERSON,male,rajasthani,three_part
NAVRATAN NIGAM,PERSON,male,jain,upper
S Dhaliwal,PERSON,male,punjabi,initial_lastname
vikash chhipa,PERSON,male,hindi,lower
Josette Pramanik,PERSON,female,christian,firstname_lastname
Rajkumari Simte,PERSON,female,northeast,firstname_lastname
Kapoor Resham,PERSON,male,punjabi,lastname_firstname
Gibran Illahabadi,PERSON,male,muslim,firstname_lastname
Hargobind Riar,PERSON,male,punjabi,firstname_lastname
rumi ginwala,PERSON,male,parsi,lower
Sajjan Gora,PERSON,male,rajasthani,firstname_lastname
Mercy Raychaudhuri,PERSON,female,christian,firstname_lastname
Saraswathi C,PERSON,female,telugu,firstname_initial
GOPIKA SIMON,PERSON,female,malayalam,upper
Godara Vanessa,PERSON,female,christian,lastname_firstname
K Paliwal,PERSON,male,christian,initial_lastname
Vaishali Yewale,PERSON,female,marathi,firstname_lastname
Nanhi B,PERSON,female,rajasthani,firstname_initial
VENU KURIAN,PERSON,male,malayalam,upper
Anand Sharanjit,PERSON,female,punjabi,lastname_firstname
DHAVAL NAYAK,PERSON,male,gujarati,upper
Tudu Biswarup,PERSON,male,bengali,lastname_firstname
ANTO UNNIKRISHNAN,PERSON,male,malayalam,upper
Pasi Shaurya,PERSON,male,hindi,lastname_firstname
padmanabh pradhan,PERSON,male,odia,lower
Nirmala Modak,PERSON,female,marathi,firstname_lastname
Pinninti Hari,PERSON,male,telugu,lastname_firstname
PADMINI SHUKLA,PERSON,female,jain,upper
Fawad,PERSON,male,muslim,firstname_only
Nana Kamble,PERSON,male,marathi,firstname_lastname
amritpal hundal,PERSON,male,punjabi,lower
JAMUNA PANDEY,PERSON,female,rajasthani,upper
sarathkumar thomas,PERSON,male,malayalam,lower
Basanti M,PERSON,female,rajasthani,firstname_initial
Anand Vishnu,PERSON,male,rajasthani,lastname_firstname
Mamata S,PERSON,female,odia,firstname_initial
Leela K,PERSON,female,telugu,firstname_initial
rizwan alvi,PERSON,male,muslim,lower
Nergish,PERSON,female,parsi,firstname_only
harsha joshi,PERSON,female,gujarati,lower
E Vajpayee,PERSON,male,christian,initial_lastname
Hursh Khambata,PERSON,female,parsi,firstname_lastname
SHRIPAT OJHA,PERSON,male,jain,upper
Raju Varkey,PERSON,male,malayalam,firstname_lastname
Sarpotdar Pranjali,PERSON,female,marathi,lastname_firstname
Musahar Devika,PERSON,female,hindi,lastname_firstname
HARI MALAICHAMY,PERSON,male,tamil,upper
Raghavendra,PERSON,male,telugu,firstname_only
Panna Rathod,PERSON,female,jain,firstname_lastname
Kankabati,PERSON,female,bengali,firstname_only
JASMEET SANGHA,PERSON,female,punjabi,upper
Chadha Nimrat,PERSON,female,punjabi,lastname_firstname
Tilak S,PERSON,male,assamese,firstname_initial
Chandrashekhar Sutar,PERSON,male,marathi,firstname_lastname
Harshitha Jamkhandi,PERSON,female,kannada,firstname_lastname
Harold T,PERSON,male,christian,firstname_initial
Athar N,PERSON,male,muslim,firstname_initial
Chettiar Ilango,PERSON,male,tamil,lastname_firstname
kuldeep dayal,PERSON,female,punjabi,lower
BHRIGU RABHA,PERSON,male,assamese,upper
Hazra,PERSON,female,muslim,firstname_only
HENRY RAMANATHAN,PERSON,male,christian,upper
L Saran,PERSON,male,christian,initial_lastname
MRUTHYUNJAYA PRABHU,PERSON,male,kannada,upper
MANALISHA SINGHA,PERSON,female,assamese,upper
Kapur Paras,PERSON,male,hindi,lastname_firstname
daphne pandiyan,PERSON,female,christian,lower
K Cama,PERSON,female,parsi,initial_lastname
Desai Omkar,PERSON,male,kannada,lastname_firstname
RAJU SANYAL,PERSON,male,assamese,upper
Sarasi Das,PERSON,female,bengali,firstname_lastname
Kamboj Nathu,PERSON,male,hindi,lastname_firstname
M G Elias,PERSON,male,malayalam,initials_lastname
S P Bundela,PERSON,male,jain,initials_lastname
tehmton godrej,PERSON,male,parsi,lower
Ruchi R,PERSON,female,hindi,firstname_initial
Malhotra Hargobind,PERSON,male,punjabi,lastname_firstname
C Rajagopalan,PERSON,female,christian,initial_lastname
Sarangi Priyambada,PERSON,female,odia,lastname_firstname
K Bilgrami,PERSON,female,muslim,initial_lastname
Lele Sudhakar,PERSON,male,marathi,lastname_firstname
indrani senapati,PERSON,female,assamese,lower
L Chudasama,PERSON,male,gujarati,initial_lastname
deepanjali basu,PERSON,female,assamese,lower
B S Torgal,PERSON,male,kannada,initials_lastname
Darji Suganchand,PERSON,male,jain,lastname_firstname
PADMINI KACHHWAHA,PERSON,female,jain,upper
Sajeev,PERSON,male,malayalam,firstname_only
Kodandarami V,PERSON,male,telugu,firstname_initial
shaji joseph,PERSON,male,malayalam,lower
I L Swargiary,PERSON,male,northeast,initials_lastname
R Rajwade,PERSON,female,hindi,initial_lastname
Eswar A,PERSON,male,telugu,firstname_initial
ANIRUDDHA TUDU,PERSON,male,bengali,upper
UJAMBEN KHURANA,PERSON,female,jain,upper
Zaid C,PERSON,male,muslim,firstname_initial
kareem abidi,PERSON,male,muslim,lower
Dharani Bhanja,PERSON,male,odia,firstname_lastname
Chotulal S,PERSON,male,rajasthani,firstname_initial
Indra Shekhawat,PERSON,female,hindi,firstname_lastname
R Pagidipalli,PERSON,female,telugu,initial_lastname
MADHURI RATHORE,PERSON,female,hindi,upper
pijush halder,PERSON,male,bengali,lower
Sasmita,PERSON,female,odia,firstname_only
yasin ansari,PERSON,male,muslim,lower
Thangavel Surya,PERSON,female,tamil,lastname_firstname
KASTUR LAMBA,PERSON,female,jain,upper
Zarin,PERSON,male,parsi,firstname_only
Avanti Kadam,PERSON,female,marathi,firstname_lastname
H Ganiga,PERSON,male,kannada,initial_lastname
GAJENDRA UDAWAT,PERSON,male,rajasthani,upper
G Chattopadhyay,PERSON,male,assamese,initial_lastname
Damini Mallah,PERSON,female,hindi,firstname_lastname
Thirunavukkarasu Simon,PERSON,male,christian,lastname_firstname
Shukla Sweta,PERSON,female,gujarati,lastname_firstname
NANDINI UDAWAT,PERSON,female,jain,upper
GOUTHAM BRAHMA,PERSON,male,telugu,upper
JASODA DABAS,PERSON,female,rajasthani,upper
Vinay,PERSON,male,kannada,firstname_only
Lakshmi Suthar,PERSON,female,rajasthani,firstname_lastname
U Bhambhi,PERSON,female,jain,initial_lastname
PRASANTH CHERIAN,PERSON,male,malayalam,upper
Pradeep Gadnayak,PERSON,male,odia,firstname_lastname
SOMASUNDARAM THEVAR,PERSON,male,tamil,upper
Spandana Padma Kandula,PERSON,female,telugu,three_part
ANISH PARAMESWARAN,PERSON,male,malayalam,upper
Lepcha Laibi,PERSON,female,northeast,lastname_firstname
mangesh waghmare,PERSON,male,marathi,lower
BISHNU TANDI,PERSON,male,odia,upper
A S Ramanathan,PERSON,female,tamil,initials_lastname
PIYALI HANSDA,PERSON,female,bengali,upper
Lillian,PERSON,female,christian,firstname_only
HARIHAR BEHERA,PERSON,male,odia,upper
R Pillai,PERSON,male,tamil,initial_lastname
ASPANDIAR GAZDAR,PERSON,male,parsi,upper
Someswara,PERSON,male,telugu,firstname_only
Utpal Subba,PERSON,male,assamese,firstname_lastname
CHANDANA SINGH,PERSON,female,jain,upper
Sushma Poduri,PERSON,female,telugu,firstname_lastname
Kumud Mahata,PERSON,female,assamese,firstname_lastname
uma agarwal,PERSON,female,telugu,lower
Sahu Charulata,PERSON,female,odia,lastname_firstname
Mariswamy R,PERSON,male,kannada,firstname_initial
Ankita P,PERSON,female,hindi,firstname_initial
Patel Manmohan,PERSON,male,hindi,lastname_firstname
Chaturvedi Sarojben,PERSON,female,jain,lastname_firstname
minakshi bag,PERSON,female,odia,lower
M Thakur,PERSON,male,hindi,initial_lastname
ian lal,PERSON,male,christian,lower
COLLEEN DEDHA,PERSON,female,christian,upper
Hemant Dandekar,PERSON,male,marathi,firstname_lastname
Moumita,PERSON,female,bengali,firstname_only
manjula patil,PERSON,female,kannada,lower
C Mandal,PERSON,female,assamese,initial_lastname
C Appa,PERSON,male,telugu,initial_lastname
S Duraiswamy,PERSON,female,tamil,initial_lastname
DINAKAR HEROOR,PERSON,male,kannada,upper
A Bhandare,PERSON,female,marathi,initial_lastname
Jewel L,PERSON,male,northeast,firstname_initial
PRAKASH GABRIEL,PERSON,male,malayalam,upper
B Paranjape,PERSON,female,marathi,initial_lastname
Maibi P,PERSON,female,northeast,firstname_initial
B Chang,PERSON,male,assamese,initial_lastname
J A Byahatti,PERSON,female,kannada,initials_lastname
K Malladi,PERSON,female,telugu,initial_lastname
HANUMESH SALIAN,PERSON,male,kannada,upper
pachiammal sambandam,PERSON,female,tamil,lower
Janani Meganathan,PERSON,female,tamil,firstname_lastname
Berjis Dubash,PERSON,male,parsi,firstname_lastname
ERACHSHAW HAVEWALA,PERSON,male,parsi,upper
Cecil P,PERSON,male,christian,firstname_initial
I Darbari,PERSON,male,muslim,initial_lastname
Jedhe Kondiba,PERSON,male,marathi,lastname_firstname
Mini,PERSON,female,malayalam,firstname_only
Jagadish Dhir Chandra,PERSON,male,telugu,three_part
Ketaki Rajwade,PERSON,female,marathi,firstname_lastname
Percy Thomas,PERSON,male,christian,firstname_lastname
richa dalal,PERSON,female,hindi,lower
Prameela Kancharla,PERSON,female,telugu,firstname_lastname
Hirabai Chaudhary,PERSON,female,rajasthani,firstname_lastname
Kamilya Mahua,PERSON,female,bengali,lastname_firstname
Dkhar Kongbrailatpam,PERSON,male,northeast,lastname_firstname
Derek Saxena,PERSON,male,christian,firstname_lastname
Sumant,PERSON,male,gujarati,firstname_only
U P Nair,PERSON,male,malayalam,initials_lastname
Balkrishna Modak,PERSON,male,marathi,firstname_lastname
N Challagundla,PERSON,female,telugu,initial_lastname
majid nadwi,PERSON,male,muslim,lower
ANIL VICHARE,PERSON,male,marathi,upper
P Palanisamy,PERSON,male,tamil,initial_lastname
RAJKISHORE GADNAYAK,PERSON,male,odia,upper
PRASANTH KEWAL KAIMAL,PERSON,male,malayalam,three_part_upper
Hrishikesh T,PERSON,male,assamese,firstname_initial
Beant,PERSON,female,punjabi,firstname_only
shahbaz momin,PERSON,male,muslim,lower
Krishna Kalyani,PERSON,female,telugu,lastname_firstname
Jasleen,PERSON,female,punjabi,firstname_only
GHATOTKACHA KIPGEN,PERSON,male,northeast,upper
Rajitha Mathai,PERSON,female,malayalam,firstname_lastname
Kodancha Devamma,PERSON,female,kannada,lastname_firstname
Ananya,PERSON,female,hindi,firstname_only
Chamaraj H,PERSON,male,kannada,firstname_initial
Simanta Paite,PERSON,male,assamese,firstname_lastname
Puneet N,PERSON,male,hindi,firstname_initial
H Pochkhanawala,PERSON,male,parsi,initial_lastname
D D Mukherji,PERSON,female,rajasthani,initials_lastname
Nagappa B,PERSON,male,kannada,firstname_initial
YASH SHEORAN,PERSON,male,hindi,upper
SHAILAJA SHANTI MORE,PERSON,female,marathi,three_part_upper
D Kayal,PERSON,male,assamese,initial_lastname
Jayeeta K,PERSON,female,bengali,firstname_initial
A Jog,PERSON,female,marathi,initial_lastname
Desai Zervaan,PERSON,male,parsi,lastname_firstname
Panesar Baldev,PERSON,male,punjabi,lastname_firstname
Ibadahun Z,PERSON,female,northeast,firstname_initial
Kaveri G,PERSON,female,marathi,firstname_initial
laban purkayastha,PERSON,male,assamese,lower
Gaurav Sewak Barik,PERSON,male,assamese,three_part
Nirupama B,PERSON,female,odia,firstname_initial
GIRIJA PATIL,PERSON,female,kannada,upper
Patel Mrudula,PERSON,female,gujarati,lastname_firstname
Mandlik Bhagyashree,PERSON,female,marathi,lastname_firstname
Tarlok R,PERSON,male,punjabi,firstname_initial
JANAKI PODURI,PERSON,female,telugu,upper
F Chacko,PERSON,female,malayalam,initial_lastname
S Rajendran,PERSON,male,tamil,initial_lastname
NIRMALI BASU,PERSON,female,assamese,upper
A Daniel,PERSON,female,malayalam,initial_lastname
Lyngdoh Deep Paite,PERSON,male,northeast,three_part
Amarchand Bheel,PERSON,male,jain,firstname_lastname
Vaibhav L,PERSON,male,marathi,firstname_initial
Thangjam Parkash Deori,PERSON,male,northeast,three_part
A Baidya,PERSON,female,bengali,initial_lastname
Ojha Shrawan,PERSON,male,rajasthani,lastname_firstname
brian viswanathan,PERSON,male,christian,lower
Dhanalakshmi K,PERSON,female,telugu,firstname_initial
praveen kulkarni,PERSON,male,kannada,lower
JUGRAJ TIKAM MAAN,PERSON,male,punjabi,three_part_upper
Sethi Pallabi,PERSON,female,odia,lastname_firstname
H Dommeti,PERSON,female,telugu,initial_lastname
Shyamal,PERSON,male,bengali,firstname_only
ESWARAMMA APPARAO,PERSON,female,telugu,upper
Kondal N,PERSON,male,telugu,firstname_initial
Tulasi G,PERSON,female,telugu,firstname_initial
P Zala,PERSON,male,gujarati,initial_lastname
Eyingtung R,PERSON,female,northeast,firstname_initial
Sahu Jitendra,PERSON,male,odia,lastname_firstname
N Tudu,PERSON,male,bengali,initial_lastname
Mewati Aliya,PERSON,female,muslim,lastname_firstname
Jashanpreet Chahal,PERSON,female,punjabi,firstname_lastname
Mohanan Keerthi,PERSON,female,malayalam,lastname_firstname
Shreya,PERSON,female,gujarati,firstname_only
Khara Chakradhar,PERSON,male,odia,lastname_firstname
G Liangmai,PERSON,male,assamese,initial_lastname
Shamsi Rakhshanda,PERSON,female,muslim,lastname_firstname
R Panchamasali,PERSON,female,kannada,initial_lastname
Panesar Daljeet,PERSON,female,punjabi,lastname_firstname
ZIA NATH BADAYUNI,PERSON,male,muslim,three_part_upper
SHALIGRAM GROVER,PERSON,male,jain,upper
Sunny Arjun,PERSON,male,malayalam,lastname_firstname
ramniwas singhal,PERSON,male,rajasthani,lower
KALIDASU ACHARY,PERSON,male,telugu,upper
Pavri Rumi,PERSON,male,parsi,lastname_firstname
KAVITA SONKAR,PERSON,female,hindi,upper
N Hansda,PERSON,female,assamese,initial_lastname
SUNDER SHUKLA,PERSON,female,rajasthani,upper
Vyas Drashti,PERSON,female,gujarati,lastname_firstname
lekha gabriel,PERSON,female,malayalam,lower
Satapathy Usha,PERSON,female,odia,lastname_firstname
Keki M,PERSON,male,parsi,firstname_initial
Tomy Rajasekharan,PERSON,male,malayalam,firstname_lastname
Malathi V,PERSON,female,kannada,firstname_initial
Padhiar Manish,PERSON,male,gujarati,lastname_firstname
fateh luthra,PERSON,male,punjabi,lower
Shamim Tanda,PERSON,male,muslim,firstname_lastname
shrawan vyas,PERSON,male,rajasthani,lower
Nasima,PERSON,female,muslim,firstname_only
Dalpatram S,PERSON,male,jain,firstname_initial
Supriyo D,PERSON,male,bengali,firstname_initial
Sohi Sukhdeep,PERSON,male,punjabi,lastname_firstname
Z Daruwala,PERSON,male,parsi,initial_lastname
Uttam Mahajan,PERSON,male,marathi,firstname_lastname
BHERU RANAWAT,PERSON,male,rajasthani,upper
paventhan gurusamy,PERSON,male,tamil,lower
Bosco,PERSON,male,christian,firstname_only
KAVYA IYENGAR,PERSON,female,kannada,upper
ernest gabriel,PERSON,male,christian,lower
Azeem Faizabadi,PERSON,male,muslim,firstname_lastname
CHEZHIYAN CHHOTE THEVAR,PERSON,male,tamil,three_part_upper
Mehra Gurjeet,PERSON,female,punjabi,lastname_firstname
eswar achary,PERSON,male,telugu,lower
Bharwad Atit,PERSON,male,gujarati,lastname_firstname
Khakhlary Bolin,PERSON,male,assamese,lastname_firstname
pukhrambam bhutia,PERSON,male,northeast,lower
A Madhani,PERSON,female,jain,initial_lastname
Naju Daruwala,PERSON,female,parsi,firstname_lastname
savitri tomar,PERSON,female,rajasthani,lower
Bandita G,PERSON,female,assamese,firstname_initial
Anna E,PERSON,female,malayalam,firstname_initial
hardayal rajpurohit,PERSON,male,rajasthani,lower
Marbaniang Suparna,PERSON,female,assamese,lastname_firstname
pankaj ram,PERSON,male,hindi,lower
sumitradevi maniar,PERSON,female,jain,lower
kanchan chauhan,PERSON,female,jain,lower
Sangita,PERSON,female,assamese,firstname_only
K Mehra,PERSON,male,punjabi,initial_lastname
sundar rajendran,PERSON,male,tamil,lower
R Khatun,PERSON,male,bengali,initial_lastname
Naskar Saumitra,PERSON,male,bengali,lastname_firstname
S Nagar,PERSON,male,gujarati,initial_lastname
B D Devi,PERSON,female,telugu,initials_lastname
Chaitanya Devarakonda,PERSON,male,telugu,firstname_lastname
Ilango,PERSON,male,tamil,firstname_only
J Gokhale,PERSON,female,marathi,initial_lastname
Tarak Contractor,PERSON,male,gujarati,firstname_lastname
PATHUMMA BABU,PERSON,female,malayalam,upper
Dhanka Babli,PERSON,female,hindi,lastname_firstname
Narang Agustin,PERSON,male,christian,lastname_firstname
shakuntala parihar,PERSON,female,rajasthani,lower
DANIEL GROVER,PERSON,male,christian,upper
jawaharlal ojha,PERSON,male,rajasthani,lower
Balwinder Hayer,PERSON,male,punjabi,firstname_lastname
Nongmaithem,PERSON,female,northeast,firstname_only
Jhand Sharanjit,PERSON,female,punjabi,lastname_firstname
Thakor Bhavin,PERSON,male,gujarati,lastname_firstname
Jeevan Nandyala,PERSON,male,telugu,firstname_lastname
arindam ghosh,PERSON,male,bengali,lower
Gobind Tej Liddar,PERSON,male,punjabi,three_part
E Commissariat,PERSON,male,parsi,initial_lastname
Chandranath T,PERSON,male,bengali,firstname_initial
Firdausi Sethna,PERSON,male,parsi,firstname_lastname
Jaitly Gurnoor,PERSON,female,punjabi,lastname_firstname
Neela R,PERSON,female,gujarati,firstname_initial
Sujan,PERSON,male,punjabi,firstname_only
Devika R,PERSON,female,malayalam,firstname_initial
Balajied,PERSON,male,northeast,firstname_only
Boral Ananda,PERSON,male,bengali,lastname_firstname
hormuz madan,PERSON,male,parsi,lower
HIRABAI RANI HOODA,PERSON,female,rajasthani,three_part_upper
Samantray Ranjita,PERSON,female,odia,lastname_firstname
kirti suthar,PERSON,male,gujarati,lower
Sheikh Rehana,PERSON,female,muslim,lastname_firstname
Merwan T,PERSON,male,parsi,firstname_initial
Krishna Sarojini,PERSON,female,telugu,lastname_firstname
MINAKSHI JALI,PERSON,female,odia,upper
Manikrao,PERSON,male,marathi,firstname_only
AHMAD KHAN,PERSON,male,muslim,upper
Ilaiyaraja Kalyanasundaram,PERSON,male,tamil,firstname_lastname
Sarvaiya Keval,PERSON,male,gujarati,lastname_firstname
Basanta Naik,PERSON,male,odia,firstname_lastname
Sethuraman,PERSON,male,tamil,firstname_only
Sebastian Hari,PERSON,male,malayalam,lastname_firstname
Nikhil T,PERSON,male,malayalam,firstname_initial
sameer shamsi,PERSON,male,muslim,lower
Ganpatrao G,PERSON,male,marathi,firstname_initial
Julia Natarajan,PERSON,female,christian,firstname_lastname
SHANTABAI KHANDEKAR,PERSON,female,marathi,upper
Shanmughan Kunju,PERSON,male,malayalam,lastname_firstname
Dhara B,PERSON,female,gujarati,firstname_initial
draupadi paik,PERSON,female,odia,lower
vivek upadhyay,PERSON,male,gujarati,lower
A Majmudar,PERSON,male,gujarati,initial_lastname
Hardik L,PERSON,male,hindi,firstname_initial
Chand Sunanda,PERSON,female,odia,lastname_firstname
ujwala ahire,PERSON,female,marathi,lower
Dayawanti Brahmbhatt,PERSON,female,jain,firstname_lastname
H Kamath,PERSON,female,kannada,initial_lastname
KAMAL ALIG,PERSON,male,muslim,upper
Lalchand R,PERSON,male,hindi,firstname_initial
Ahad Bilgrami,PERSON,male,muslim,firstname_lastname
Nila Parmar,PERSON,female,gujarati,firstname_lastname
Shirley S,PERSON,female,christian,firstname_initial
Maqbool,PERSON,male,muslim,firstname_only
Kanchan R,PERSON,female,jain,firstname_initial
Jenito,PERSON,male,northeast,firstname_only
G Raghunathan,PERSON,female,malayalam,initial_lastname
Ahuja Laxmichand,PERSON,male,jain,lastname_firstname
Subasana Dandapat,PERSON,female,assamese,firstname_lastname
RATAN MOCHI,PERSON,female,rajasthani,upper
saroj sethi,PERSON,female,rajasthani,lower
Jhala Bhakti,PERSON,female,gujarati,lastname_firstname
Tanaji K,PERSON,male,marathi,firstname_initial
vishnu isaac,PERSON,male,malayalam,lower
Vasundara,PERSON,female,telugu,firstname_only
THANGAL SEMA,PERSON,male,northeast,upper
N Limbani,PERSON,male,gujarati,initial_lastname
FARIDA FRAMJEE,PERSON,female,parsi,upper
Anuradha T,PERSON,female,gujarati,firstname_initial
Nalini Marbaniang,PERSON,male,assamese,firstname_lastname
Lingamma L,PERSON,female,kannada,firstname_initial
Mustak Kidwai,PERSON,male,muslim,firstname_lastname
Bose Jasmine,PERSON,female,odia,lastname_firstname
K K Thind,PERSON,female,punjabi,initials_lastname
Jaseem Mani Xavier,PERSON,male,malayalam,three_part
Prateek S,PERSON,male,hindi,firstname_initial
tehmina davar,PERSON,female,parsi,lower
P Bisht,PERSON,female,hindi,initial_lastname
K Gagarai,PERSON,male,odia,initial_lastname
Rajagopal,PERSON,male,tamil,firstname_only
PERVEZ CAPTAIN,PERSON,male,parsi,upper
BASAPPA DESHMUKH,PERSON,male,kannada,upper
E Abraham,PERSON,male,malayalam,initial_lastname
Mavi Sukhjinder,PERSON,female,punjabi,lastname_firstname
Sharadamma M,PERSON,female,kannada,firstname_initial
B Chandel,PERSON,female,hindi,initial_lastname
Kothari Kalpesh,PERSON,male,gujarati,lastname_firstname
Jigar Chand Patel,PERSON,male,gujarati,three_part
Bala,PERSON,male,tamil,firstname_only
Hitesh Rajak,PERSON,male,assamese,firstname_lastname
D Goswami,PERSON,male,bengali,initial_lastname
Chawla Heeralal,PERSON,male,rajasthani,lastname_firstname
GIANI LAKHVIR,PERSON,male,punjabi,upper
Kamalamma Managuli,PERSON,female,kannada,firstname_lastname
Kom Jiten,PERSON,male,assamese,lastname_firstname
A Krishnakumar,PERSON,male,christian,initial_lastname
Bheru Jangra,PERSON,male,rajasthani,firstname_lastname
N Sanyal,PERSON,male,assamese,initial_lastname
Metchinla D,PERSON,female,northeast,firstname_initial
F Padhiar,PERSON,female,gujarati,initial_lastname
swati modak,PERSON,female,marathi,lower
Sreekanth K,PERSON,male,telugu,firstname_initial
Swastika T,PERSON,female,bengali,firstname_initial
MOLI BIBI VIJAYAN,PERSON,female,malayalam,three_part_upper
Susilaben C,PERSON,female,jain,firstname_initial
D S Kalbi,PERSON,male,jain,initials_lastname
G Rawaliya,PERSON,male,rajasthani,initial_lastname
Girish Jamkhandi,PERSON,male,kannada,firstname_lastname
Sudha,PERSON,female,kannada,firstname_only
Salvatore Kataria,PERSON,male,christian,firstname_lastname
M K Sequeira,PERSON,female,kannada,initials_lastname
Sundarlal D,PERSON,male,rajasthani,firstname_initial
godrej nazir,PERSON,male,parsi,lower
rathin debnath,PERSON,male,bengali,lower
S Pillai,PERSON,male,tamil,initial_lastname
Amarchand Banjara,PERSON,male,jain,firstname_lastname
SAHADEV TANDI,PERSON,male,odia,upper
Homi Sarkari,PERSON,male,parsi,firstname_lastname
S Singpho,PERSON,female,northeast,initial_lastname
FENI GOSAI,PERSON,female,gujarati,upper
Kanimozhi N,PERSON,female,tamil,firstname_initial
GIRINDRA KHAMPTI,PERSON,male,assamese,upper
Bimola Musahary,PERSON,female,northeast,firstname_lastname
SRIMANTA SEN,PERSON,male,assamese,upper
vishwas valunjkar,PERSON,male,marathi,lower
Rawaliya Hannah,PERSON,female,christian,lastname_firstname
Z Titus,PERSON,female,malayalam,initial_lastname
Hooda Sarah,PERSON,female,christian,lastname_firstname
KASHAF LAKHNAVI,PERSON,female,muslim,upper
Gouda Bijaylaxmi,PERSON,female,odia,lastname_firstname
Madhavan Sherly,PERSON,female,malayalam,lastname_firstname
Jethva Harsha,PERSON,female,gujarati,lastname_firstname
SUKHBIR JHAND,PERSON,male,punjabi,upper
Sandhu Harjinder,PERSON,male,punjabi,lastname_firstname
Hamlet K,PERSON,male,northeast,firstname_initial
MALAYA JENA,PERSON,female,odia,upper
DAULAT BHABHA,PERSON,female,parsi,upper
Ilaiyaraja,PERSON,male,tamil,firstname_only
Velayudhan Pathumma,PERSON,female,malayalam,lastname_firstname
Trishna Nag,PERSON,female,bengali,firstname_lastname
Ramchand Nai,PERSON,male,jain,firstname_lastname
Veerabhadra Tenali,PERSON,male,telugu,firstname_lastname
Sarojini Dabholkar,PERSON,female,marathi,firstname_lastname
Illahabadi Ilyas,PERSON,male,muslim,lastname_firstname
Soren Angana,PERSON,female,bengali,lastname_firstname
M Paramanik,PERSON,female,assamese,initial_lastname
Umair,PERSON,male,muslim,firstname_only
N Gadde,PERSON,female,telugu,initial_lastname
Aayush Dixit,PERSON,male,hindi,firstname_lastname
C Dhawan,PERSON,male,hindi,initial_lastname
Fateh,PERSON,male,hindi,firstname_only
GURFATEH SURI,PERSON,male,punjabi,upper
Ramesh D,PERSON,male,kannada,firstname_initial
ishwar fadia,PERSON,male,gujarati,lower
Gomti I,PERSON,female,jain,firstname_initial
U Nanda,PERSON,male,odia,initial_lastname
A Zachariah,PERSON,male,malayalam,initial_lastname
Raima Kanti Saren,PERSON,female,bengali,three_part
MOHANA NAGARAJAN,PERSON,female,tamil,upper
Pramanik Archana,PERSON,female,assamese,lastname_firstname
edulji sarkari,PERSON,male,parsi,lower
thokchom poumai,PERSON,male,northeast,lower
JAIRAM RANGI,PERSON,male,rajasthani,upper
Sita Dhakad,PERSON,female,rajasthani,firstname_lastname
S W Kulkarni,PERSON,female,marathi,initials_lastname
Namita Khampti,PERSON,female,assamese,firstname_lastname
Ranganathan Devi,PERSON,female,tamil,lastname_firstname
Ramesh K,PERSON,male,gujarati,firstname_initial
Chamkaur D,PERSON,male,punjabi,firstname_initial
Desai Renuka,PERSON,female,gujarati,lastname_firstname
ASHWIN KAPADIA,PERSON,male,gujarati,upper
Jonaki R,PERSON,female,assamese,firstname_initial
Sreedharan Kiran,PERSON,male,malayalam,lastname_firstname
Niazi Irfan,PERSON,male,muslim,lastname_firstname
Ralph P,PERSON,male,christian,firstname_initial
Gayathri R,PERSON,female,tamil,firstname_initial
bhupinder takhar,PERSON,male,punjabi,lower
