name,label,category,source,augmentation
Brahma Interiors,MERCHANT,furniture,local_pattern,original
Mega Institute,MERCHANT,education,local_pattern,original
Anil Consultants-9960,MERCHANT,professional,local_pattern,augmented
Chauhan.Book.Store,MERCHANT,stationery,local_pattern,augmented
Krisnha Gift House,MERCHANT,local_shop,local_pattern,augmented
Munn CA Fir,MERCHANT,professional,local_pattern,augmented
Hede Crgo,MERCHANT,travel,local_pattern,augmented
Guru Hair Stu...,MERCHANT,salon,local_pattern,augmented
Bhavani Mvobiles,MERCHANT,electronics,local_pattern,augmented
Legacy Hotel,MERCHANT,restaurant,local_pattern,original
Rath,MERCHANT,local_shop,local_pattern,augmented
Doshi Learning Center,MERCHANT,education,local_pattern,augmented
Kamble Gas Agency,MERCHANT,fuel,local_pattern,original
Shri_Ram_Tea_Stall,MERCHANT,restaurant,local_pattern,augmented
Fast Faris,MERCHANT,clothing,local_pattern,augmented
Vaishno Faml Restaurant,MERCHANT,restaurant,local_pattern,augmented
Kamath Petroleum/20,MERCHANT,fuel,local_pattern,augmented
Trust Bros JBK,MERCHANT,local_shop,local_pattern,augmented
Pawar Mart-605,MERCHANT,local_shop,local_pattern,augmented
Sai Baba Ayuvredic,MERCHANT,medical,local_pattern,augmented
MalikCementStore,MERCHANT,hardware,local_pattern,augmented
Rekha Beauty Salo,MERCHANT,salon,local_pattern,augmented
Venkateswara Home Decor,MERCHANT,furniture,local_pattern,original
AlFatahAdvisory,MERCHANT,professional,local_pattern,augmented
Quick Barber Shop,MERCHANT,salon,local_pattern,original
Guru Coureir,MERCHANT,travel,local_pattern,augmented
Central-Emporium,MERCHANT,local_shop,local_pattern,augmented
Ba El,MERCHANT,electronics,local_pattern,augmented
UPI/Express Tyre House,MERCHANT,auto,local_pattern,augmented
Raheem Vidya Mandir,MERCHANT,education,local_pattern,original
Super Petroleum,MERCHANT,fuel,local_pattern,original
Hanuman Kitchen,MERCHANT,furniture,local_pattern,original
SiddiquiArchitects,MERCHANT,professional,local_pattern,augmented
Biswas  Classes,MERCHANT,education,local_pattern,augmented
Sarkar.Bag.Corner,MERCHANT,local_shop,desi_pattern,augmented
Bi Medica Agency,MERCHANT,medical,local_pattern,augmented
Chakraborty   Movers   &   Packers,MERCHANT,travel,local_pattern,augmented
Kamble Coacig Classes,MERCHANT,education,local_pattern,augmented
Pandurang Auto Parts22,MERCHANT,auto,local_pattern,augmented
Pan Xer & Pri,MERCHANT,stationery,local_pattern,augmented
Rohit Petrol Pump,MERCHANT,fuel,local_pattern,original
Mondal   Book   House,MERCHANT,stationery,local_pattern,augmented
Mecca AC Service,MERCHANT,electronics,local_pattern,original
Bhai Tailor,MERCHANT,clothing,local_pattern,original
Kapoor Solutions,MERCHANT,professional,local_pattern,original
UPI-Vishnu School,MERCHANT,education,local_pattern,augmented
Srivastava Makeover Studio/50,MERCHANT,salon,local_pattern,augmented
Madina Chaat,MERCHANT,restaurant,local_pattern,augmented
Shet Mobi Shop,MERCHANT,electronics,local_pattern,augmented
UPI/Sanjay Centre,MERCHANT,local_shop,local_pattern,augmented
City.Boutique,MERCHANT,clothing,local_pattern,augmented
Papp Building Materil,MERCHANT,hardware,local_pattern,augmented
Shukla Mobile Shop,MERCHANT,electronics,local_pattern,original
Surya School,MERCHANT,education,local_pattern,original
Mishra Surgica.,MERCHANT,medical,local_pattern,augmented
AmmaDepartmentalStore,MERCHANT,local_shop,local_pattern,augmented
P2P-Jai Lakshmi & Sons,MERCHANT,local_shop,local_pattern,augmented
NEFT-Kamble Ka Store,MERCHANT,local_shop,desi_pattern,augmented
Radha Eye Clinvic,MERCHANT,medical,local_pattern,augmented
IMPS-Mukesh Refrigeration,MERCHANT,electronics,local_pattern,augmented
Maa   Kali   Grocery   Store,MERCHANT,local_shop,local_pattern,augmented
New Tailnors,MERCHANT,clothing,local_pattern,augmented
Hertage Glas House,MERCHANT,hardware,local_pattern,augmented
Adarsh Beauty Parlour NHQ,MERCHANT,salon,local_pattern,augmented
Shri Krishna,MERCHANT,local_shop,local_pattern,augmented
Modi-Yoga-Centre,MERCHANT,local_shop,local_pattern,augmented
ChandraFuelStation,MERCHANT,fuel,local_pattern,augmented
Divya..,MERCHANT,clothing,local_pattern,augmented
Negi Readymade,MERCHANT,clothing,local_pattern,original
UPI/Al Faath Spa,MERCHANT,salon,local_pattern,augmented
Noo Jewelers,MERCHANT,jewellery,local_pattern,augmented
Old/Hair/Studio,MERCHANT,salon,local_pattern,augmented
Opal Chai Point,MERCHANT,restaurant,local_pattern,original
Pai/Samosa/Zone,MERCHANT,local_shop,desi_pattern,augmented
Kavita Biryani House,MERCHANT,restaurant,local_pattern,original
Dubey Glass House-909,MERCHANT,hardware,local_pattern,augmented
Das   Express,MERCHANT,travel,local_pattern,augmented
Geeta Electr,MERCHANT,electronics,local_pattern,augmented
Vikas-Furnishing,MERCHANT,furniture,local_pattern,augmented
Gopa ourier,MERCHANT,travel,local_pattern,augmented
mADinea gems,MERCHANT,jewellery,local_pattern,augmented
Dutta Service Station,MERCHANT,fuel,local_pattern,original
Tandon Toutr & Travels,MERCHANT,travel,local_pattern,augmented
Mohit_Spare_Parts,MERCHANT,auto,local_pattern,augmented
Ashok Jutae Palace,MERCHANT,local_shop,desi_pattern,augmented
National Food Corner,MERCHANT,restaurant,local_pattern,original
Standardd AC Service,MERCHANT,electronics,local_pattern,augmented
Pushpa Ka Store,MERCHANT,local_shop,desi_pattern,original
Padmavait Printing Press,MERCHANT,stationery,local_pattern,augmented
Khan Fabrics-477,MERCHANT,clothing,local_pattern,augmented
BudhReadymadeGarments,MERCHANT,clothing,local_pattern,augmented
Saxena Heal..,MERCHANT,medical,local_pattern,augmented
Khalsa Ortho Clinic,MERCHANT,medical,local_pattern,original
Narayn Drug Houe,MERCHANT,medical,local_pattern,augmented
Metro Plmubing,MERCHANT,hardware,local_pattern,augmented
Fish King,MERCHANT,local_shop,desi_pattern,original
Dash Chemistt,MERCHANT,medical,local_pattern,augmented
Hindustan Vidyalaya,MERCHANT,education,local_pattern,original
Mohanty.Computer.Centre,MERCHANT,electronics,local_pattern,augmented
Subramanian Electronics-5373,MERCHANT,electronics,local_pattern,augmented
Ancient Pteroleum,MERCHANT,fuel,local_pattern,augmented
Haji Gadgets,MERCHANT,electronics,local_pattern,original
City Cycle Store,MERCHANT,auto,local_pattern,original
Mishra Pht Lab,MERCHANT,stationery,local_pattern,augmented
Arroa Ka Shop,MERCHANT,local_shop,desi_pattern,augmented
Bablu Vastra Bhandar FXS,MERCHANT,clothing,local_pattern,augmented
Kamath ains,MERCHANT,hardware,local_pattern,augmented
Shri Sai Xerox & Printing,MERCHANT,stationery,local_pattern,original
Sita/Ram/Printing/Press,MERCHANT,stationery,local_pattern,augmented
Yadav Auto,MERCHANT,auto,local_pattern,original
Chintu Flower Shop,MERCHANT,local_shop,local_pattern,original
Supre Medicals,MERCHANT,medical,local_pattern,augmented
Chandra/Spare/Parts,MERCHANT,auto,local_pattern,augmented
Bio aon,MERCHANT,salon,local_pattern,augmented
IMPS-Gandhi Academy,MERCHANT,education,local_pattern,augmented
Sandhu Ki Dukan,MERCHANT,local_shop,desi_pattern,original
PAY-Deepak Silk House,MERCHANT,clothing,local_pattern,augmented
Jai Ganesh Hair Cutting,MERCHANT,salon,local_pattern,original
Chicken Palace-906,MERCHANT,local_shop,desi_pattern,augmented
Golden Ply & Hardware,MERCHANT,hardware,local_pattern,original
Sri Logistics,MERCHANT,travel,local_pattern,original
Bhatia Spare Parts,MERCHANT,auto,local_pattern,original
Apna G...,MERCHANT,local_shop,local_pattern,augmented
DhillonKaShop,MERCHANT,local_shop,desi_pattern,augmented
Bhosale TV...,MERCHANT,electronics,local_pattern,augmented
Hanuman Industries HDO,MERCHANT,local_shop,local_pattern,augmented
Online Sweet House,MERCHANT,restaurant,local_pattern,original
NEFT-Ankit Ki Dukan,MERCHANT,local_shop,desi_pattern,augmented
Mega Ayurvedic,MERCHANT,medical,local_pattern,original
Mang...,MERCHANT,electronics,local_pattern,augmented
Mukherjee eot,MERCHANT,local_shop,local_pattern,augmented
Tau Inteiror,MERCHANT,professional,local_pattern,augmented
Solanki Vidya Mandir,MERCHANT,education,local_pattern,original
Dwivedi Auto,MERCHANT,auto,local_pattern,original
Rainbow Bullio...,MERCHANT,jewellery,local_pattern,augmented
UPI/Khurana Photo Lab,MERCHANT,stationery,local_pattern,augmented
Rjau Biryani Point,MERCHANT,local_shop,desi_pattern,augmented
Luky Vidylaya,MERCHANT,education,local_pattern,augmented
Chauhan Movers & Paces,MERCHANT,travel,local_pattern,augmented
Metro Bros,MERCHANT,local_shop,local_pattern,original
Hegde Photo Stuido,MERCHANT,stationery,local_pattern,augmented
Babu  Interior,MERCHANT,professional,local_pattern,augmented
EcoGoldHouse,MERCHANT,jewellery,local_pattern,augmented
Malhotra Bullion,MERCHANT,jewellery,local_pattern,original
Lalji   Makeover   Studio,MERCHANT,salon,local_pattern,augmented
IMPS-New Mobile Point,MERCHANT,electronics,local_pattern,augmented
Kamath IT Solutions,MERCHANT,electronics,local_pattern,original
Best Classes,MERCHANT,education,local_pattern,original
Chakraborty   Private   Limited,MERCHANT,local_shop,local_pattern,augmented
ChintuPathologyLab,MERCHANT,medical,local_pattern,augmented
Krishna Dress Material,MERCHANT,clothing,local_pattern,original
BestLogistics,MERCHANT,travel,local_pattern,augmented
Ham Mov & Pac,MERCHANT,travel,local_pattern,augmented
Moonlight In..,MERCHANT,professional,local_pattern,augmented
xEcel Hospital,MERCHANT,medical,local_pattern,augmented
Khalsa Auto,MERCHANT,auto,local_pattern,original
Gu Ma,MERCHANT,local_shop,local_pattern,augmented
Silver Tour & Travel,MERCHANT,travel,local_pattern,augmented
Sach Steel,MERCHANT,hardware,local_pattern,augmented
Quick Bullion,MERCHANT,jewellery,local_pattern,original
Gupta Family Restaurant,MERCHANT,restaurant,local_pattern,original
rSi Food Corner,MERCHANT,restaurant,local_pattern,augmented
Jai Ganesh Beauty Parl,MERCHANT,salon,local_pattern,augmented
Golden   Silk   House,MERCHANT,clothing,local_pattern,augmented
Bajrang Travels HBC,MERCHANT,travel,local_pattern,augmented
Mangal & C.,MERCHANT,professional,local_pattern,augmented
aHmeDgOLD&sILveR,MERCHANT,jewellery,local_pattern,augmented
Shharma Hospital,MERCHANT,medical,local_pattern,augmented
jai aMbey pRoivsIoN stoRe,MERCHANT,local_shop,local_pattern,augmented
Ashok Exrpess,MERCHANT,travel,local_pattern,augmented
Pandey/Coaching,MERCHANT,education,local_pattern,augmented
Solanki Fast Food,MERCHANT,restaurant,local_pattern,original
Al Huda Nursing Home,MERCHANT,medical,local_pattern,original
Raat Trvels,MERCHANT,travel,local_pattern,augmented
Behera Chai Point,MERCHANT,restaurant,local_pattern,original
Shirdi   Sai   Filling   Station,MERCHANT,fuel,local_pattern,augmented
Narayan Consu...,MERCHANT,professional,local_pattern,augmented
Das Cacing,MERCHANT,education,local_pattern,augmented
Vitthal Service Centre,MERCHANT,auto,local_pattern,original
Thakur Glwasses Hub,MERCHANT,local_shop,desi_pattern,augmented
Dw Sa Hu,MERCHANT,local_shop,desi_pattern,augmented
Sachin Gems,MERCHANT,jewellery,local_pattern,original
NatarajanKiDukan,MERCHANT,local_shop,desi_pattern,augmented
Jai Shiv Telecomm,MERCHANT,electronics,local_pattern,augmented
Emerald  Chai  Point,MERCHANT,restaurant,local_pattern,augmented
Jai/Durga/Super/Mart,MERCHANT,local_shop,local_pattern,augmented
Standard Sports,MERCHANT,local_shop,local_pattern,original
PAY-Mata Legal Services,MERCHANT,professional,local_pattern,augmented
Magalam Torism,MERCHANT,travel,local_pattern,augmented
MehtaSilkHouse,MERCHANT,clothing,local_pattern,augmented
Blue Stationery,MERCHANT,stationery,local_pattern,original
Microo Hair Studio,MERCHANT,salon,local_pattern,augmented
Mehta Juiqce Corner,MERCHANT,restaurant,local_pattern,augmented
Shri   Balaji   Petrol   Pump,MERCHANT,fuel,local_pattern,augmented
HeritageHardwareStore,MERCHANT,hardware,local_pattern,augmented
Chettiar.Gems,MERCHANT,jewellery,local_pattern,augmented
Elite Eye Wear871,MERCHANT,local_shop,local_pattern,augmented
Jai&Co,MERCHANT,professional,local_pattern,augmented
Mondal Telecom,MERCHANT,electronics,local_pattern,original
Meena Ka Sohp,MERCHANT,local_shop,desi_pattern,augmented
Anc...,MERCHANT,local_shop,local_pattern,augmented
Anand lk House,MERCHANT,clothing,local_pattern,augmented
Sliver Hospital,MERCHANT,medical,local_pattern,augmented
Success Motor Parts,MERCHANT,auto,local_pattern,original
Ansari oachin,MERCHANT,education,local_pattern,augmented
Nana Dress.,MERCHANT,clothing,local_pattern,augmented
opal alon,MERCHANT,salon,local_pattern,augmented
Pathan   Stationers,MERCHANT,stationery,local_pattern,augmented
Pathan  Interiors,MERCHANT,furniture,local_pattern,augmented
Kaka   Photo   Lab,MERCHANT,stationery,local_pattern,augmented
Datta Medical Agency,MERCHANT,medical,local_pattern,original
Mecca Privaate Limited,MERCHANT,local_shop,local_pattern,augmented
Amber Health Centre,MERCHANT,medical,local_pattern,original
Jai Shiv Non Veg Corner187,MERCHANT,restaurant,local_pattern,augmented
Mehta Gold & Silver,MERCHANT,jewellery,local_pattern,original
Joshi Dress Material833,MERCHANT,clothing,local_pattern,augmented
aa Lkshmi Kennel,MERCHANT,local_shop,local_pattern,augmented
Balaji Tax Consultant,MERCHANT,professional,local_pattern,original
Shri Ganessh Canteen,MERCHANT,restaurant,local_pattern,augmented
Heritage Express,MERCHANT,travel,local_pattern,original
Molndal Printing Press,MERCHANT,stationery,local_pattern,augmented
Shukla   Logistics,MERCHANT,travel,local_pattern,augmented
Jai Ganesh Hari Cutting,MERCHANT,salon,local_pattern,augmented
Shoe Corner,MERCHANT,local_shop,desi_pattern,original
Si Pv Lt,MERCHANT,local_shop,local_pattern,augmented
Al Fatah Express FJL,MERCHANT,travel,local_pattern,augmented
NEFT-Padmavati Enterprises,MERCHANT,local_shop,local_pattern,augmented
Shah Ka Shop,MERCHANT,local_shop,desi_pattern,original
UPI-Hegde Ki Dukan,MERCHANT,local_shop,desi_pattern,augmented
Bajrang extile,MERCHANT,clothing,local_pattern,augmented
Al Huda ailr,MERCHANT,clothing,local_pattern,augmented
GlassesWorld,MERCHANT,local_shop,desi_pattern,augmented
Momos Hub,MERCHANT,local_shop,desi_pattern,original
Babu Educa.,MERCHANT,education,local_pattern,augmented
aMhadev Tyres,MERCHANT,auto,local_pattern,augmented
Iyer Yoga ntre,MERCHANT,local_shop,local_pattern,augmented
Ambe***,MERCHANT,stationery,local_pattern,augmented
Pearl***,MERCHANT,education,local_pattern,augmented
Shukl ement Store,MERCHANT,hardware,local_pattern,augmented
hauhan Nodle Palace,MERCHANT,local_shop,desi_pattern,augmented
FortuneBros,MERCHANT,local_shop,local_pattern,augmented
Al Madina Consultants,MERCHANT,professional,local_pattern,original
Dwivedi Departmental Store,MERCHANT,local_shop,local_pattern,original
Brahma urgicl,MERCHANT,medical,local_pattern,augmented
UPI-Anjali  Ka  Store,MERCHANT,local_shop,desi_pattern,augmented
GauriSilverHouse,MERCHANT,jewellery,local_pattern,augmented
E- Spa,MERCHANT,salon,local_pattern,original
Rajput Medical,MERCHANT,medical,local_pattern,augmented
Mangalvam Ortho Clinic,MERCHANT,medical,local_pattern,augmented
Saxena Car Wash/63,MERCHANT,auto,local_pattern,augmented
Radhey Kirana Store-142,MERCHANT,local_shop,local_pattern,augmented
BhaiiKranaStore,MERCHANT,local_shop,local_pattern,augmented
Murl Text,MERCHANT,clothing,local_pattern,augmented
hTeobroma,MERCHANT,restaurant,real_brand,augmented
tecH lEarInng CENtRe,MERCHANT,education,local_pattern,augmented
Arora Saree Emporium,MERCHANT,clothing,local_pattern,original
Pop Sal,MERCHANT,salon,local_pattern,augmented
Popular Salon,MERCHANT,salon,local_pattern,original
Malik/IT/Solutions,MERCHANT,electronics,local_pattern,augmented
Singh Vastra Bhandar,MERCHANT,clothing,local_pattern,original
Gounder Soffa House,MERCHANT,furniture,local_pattern,augmented
Legacy Gold & Silver,MERCHANT,jewellery,local_pattern,original
Rohit Electricals-4720,MERCHANT,hardware,local_pattern,augmented
Bio Unisex Salon,MERCHANT,salon,local_pattern,original
Roll Zone,MERCHANT,local_shop,desi_pattern,original
Sri Clo...,MERCHANT,clothing,local_pattern,augmented
AnjaliTech,MERCHANT,electronics,local_pattern,augmented
Apna Chartered Accountants456,MERCHANT,professional,local_pattern,augmented
Bioo Car Wash,MERCHANT,auto,local_pattern,augmented
Rajput Institute,MERCHANT,education,local_pattern,original
Shah&Co,MERCHANT,professional,local_pattern,augmented
Jay Timebr,MERCHANT,hardware,local_pattern,augmented
Kamla Hardware Store/46,MERCHANT,hardware,local_pattern,augmented
NEFT-Guddu Stationers,MERCHANT,stationery,local_pattern,augmented
Pintu Kirana,MERCHANT,local_shop,local_pattern,original
Rekha Electriclas,MERCHANT,hardware,local_pattern,augmented
Ansari Bull.,MERCHANT,jewellery,local_pattern,augmented
Tushar Textiles612,MERCHANT,clothing,local_pattern,augmented
Rehman Spa,MERCHANT,salon,local_pattern,original
Naidu O..,MERCHANT,jewellery,local_pattern,augmented
NEFT-Fast Diamond,MERCHANT,jewellery,local_pattern,augmented
Jagannath Digital,MERCHANT,electronics,local_pattern,original
Pappu Makeover Studio,MERCHANT,salon,local_pattern,original
Bha Gla Hou,MERCHANT,hardware,local_pattern,augmented
MirzaFitness,MERCHANT,local_shop,local_pattern,augmented
Trust Ceme..,MERCHANT,hardware,local_pattern,augmented
Sanjay Vidya Mandir,MERCHANT,education,local_pattern,original
Ambika Two Wheeler GUS,MERCHANT,auto,local_pattern,augmented
Gauir Interiors,MERCHANT,furniture,local_pattern,augmented
Vaghela Comuter Corer,MERCHANT,local_shop,desi_pattern,augmented
Shu Pre,MERCHANT,jewellery,local_pattern,augmented
Firdaus AC S,MERCHANT,electronics,local_pattern,augmented
Chat Conf,MERCHANT,restaurant,local_pattern,augmented
RoyalCentre,MERCHANT,local_shop,local_pattern,augmented
Shri_Hari_Filling_Station,MERCHANT,fuel,local_pattern,augmented
ProgressCoachingCentre,MERCHANT,education,local_pattern,augmented
Mata.Service.Station,MERCHANT,fuel,local_pattern,augmented
Pink   Classes,MERCHANT,education,local_pattern,augmented
Rarjput Educational,MERCHANT,education,local_pattern,augmented
Faiz Mobiles,MERCHANT,electronics,local_pattern,original
Tushar Pho..,MERCHANT,stationery,local_pattern,augmented
UPI-Arora Architects,MERCHANT,professional,local_pattern,augmented
Solanki So.,MERCHANT,furniture,local_pattern,augmented
Babl Computrs,MERCHANT,electronics,local_pattern,augmented
Smart.Gems,MERCHANT,jewellery,local_pattern,augmented
PAY-Sharma Eye Wear,MERCHANT,local_shop,local_pattern,augmented
Saesta Fasho,MERCHANT,clothing,local_pattern,augmented
Mohanty Chaat Zone,MERCHANT,local_shop,desi_pattern,original
IMPS-Crystal Institute,MERCHANT,education,local_pattern,augmented
Manyyavar,MERCHANT,fashion,real_brand,augmented
Stia Ram Mobile Point,MERCHANT,electronics,local_pattern,augmented
Namo Depot,MERCHANT,local_shop,local_pattern,original
Dash LPG Gas-2484,MERCHANT,fuel,local_pattern,augmented
Modi.Industr,MERCHANT,local_shop,local_pattern,augmented
Micro Dress Material,MERCHANT,clothing,local_pattern,original
Lalji Curtains,MERCHANT,furniture,local_pattern,original
uGddu Gift House,MERCHANT,local_shop,local_pattern,augmented
Saxena Public School,MERCHANT,education,local_pattern,original
Jai Aut Par,MERCHANT,auto,local_pattern,augmented
Mama School,MERCHANT,education,local_pattern,original
Cacha K Dukan,MERCHANT,local_shop,desi_pattern,augmented
Munna Store,MERCHANT,local_shop,local_pattern,original
Khan/Jewellery,MERCHANT,jewellery,local_pattern,augmented
Central.Digital,MERCHANT,electronics,local_pattern,augmented
Ka Co,MERCHANT,electronics,local_pattern,augmented
Sandhu_Motors,MERCHANT,auto,local_pattern,augmented
Sahoo Medcls,MERCHANT,medical,local_pattern,augmented
SitaRamAuto,MERCHANT,auto,local_pattern,augmented
NEFT-Agarwal Mess,MERCHANT,restaurant,local_pattern,augmented
RoyalHairCutting,MERCHANT,salon,local_pattern,augmented
Sar Ort Cli,MERCHANT,medical,local_pattern,augmented
Madina Courier Service,MERCHANT,travel,local_pattern,original
Shri Balaji & Co,MERCHANT,professional,local_pattern,original
Papp Gara,MERCHANT,auto,local_pattern,augmented
ah Dental Clinic,MERCHANT,medical,local_pattern,augmented
CheemaKiDukan,MERCHANT,local_shop,desi_pattern,augmented
Shri Ram Service Centre,MERCHANT,auto,local_pattern,original
UniversalPrintingPress,MERCHANT,stationery,local_pattern,augmented
Micro Electronics,MERCHANT,electronics,local_pattern,original
Kha Compters,MERCHANT,electronics,local_pattern,augmented
Chaturvedi Ki Duakn,MERCHANT,local_shop,desi_pattern,augmented
Solanki Refrigeration,MERCHANT,electronics,local_pattern,original
P2P-Jain Logistics,MERCHANT,travel,local_pattern,augmented
Mit Zon,MERCHANT,local_shop,desi_pattern,augmented
Baba Depot LQM,MERCHANT,local_shop,local_pattern,augmented
Behera Xerox & Printing,MERCHANT,stationery,local_pattern,original
Sunita Communication-4060,MERCHANT,electronics,local_pattern,augmented
Jadhav Eye Wear-154,MERCHANT,local_shop,local_pattern,augmented
Tau Tailors,MERCHANT,clothing,local_pattern,original
Pearl Fillign Station,MERCHANT,fuel,local_pattern,augmented
EcoFurnishing,MERCHANT,furniture,local_pattern,augmented
Madina Gm,MERCHANT,jewellery,local_pattern,augmented
Fresh Services,MERCHANT,local_shop,local_pattern,original
Kabmle Chicken Palace,MERCHANT,local_shop,desi_pattern,augmented
Patil.Computer.Centre,MERCHANT,electronics,local_pattern,augmented
ChaturvediPhoolZone,MERCHANT,local_shop,desi_pattern,augmented
Shri  Balaji  Shop,MERCHANT,local_shop,local_pattern,augmented
Best Interior,MERCHANT,professional,local_pattern,original
SunriseDigitalStudio,MERCHANT,stationery,local_pattern,augmented
Sita  Ram  Tailors,MERCHANT,clothing,local_pattern,augmented
P2P-Mini Spare Parts,MERCHANT,auto,local_pattern,augmented
Model Service Centre,MERCHANT,auto,local_pattern,original
Tushra Curtains,MERCHANT,furniture,local_pattern,augmented
Hegde lks,MERCHANT,clothing,local_pattern,augmented
MedPlus Pharmacy,MERCHANT,healthcare,real_brand,original
Mata Biryani,MERCHANT,restaurant,local_pattern,augmented
Rahul Tailors,MERCHANT,clothing,local_pattern,original
Ganesh Service Centre,MERCHANT,auto,local_pattern,original
Emerald Mess,MERCHANT,restaurant,local_pattern,original
Opal Xer...,MERCHANT,stationery,local_pattern,augmented
ahoo Beuty Parlour,MERCHANT,salon,local_pattern,augmented
Sidhu   Bros,MERCHANT,local_shop,local_pattern,augmented
Khan Movers &..,MERCHANT,travel,local_pattern,augmented
Chpora Tour & Travels,MERCHANT,travel,local_pattern,augmented
Kamah Pan World,MERCHANT,local_shop,desi_pattern,augmented
Mahadev-Ornaments,MERCHANT,jewellery,local_pattern,augmented
Topaz Filling Station,MERCHANT,fuel,local_pattern,original
Amm***,MERCHANT,auto,local_pattern,augmented
Digital Architects,MERCHANT,professional,local_pattern,original
Kavita Saree House-3600,MERCHANT,clothing,local_pattern,augmented
Maa Durga Photo Studio,MERCHANT,stationery,local_pattern,original
Jadhav Readymade Garments,MERCHANT,clothing,local_pattern,original
Das_Ornaments,MERCHANT,jewellery,local_pattern,augmented
KhuranaKaShop,MERCHANT,local_shop,desi_pattern,augmented
Sasta   Bullion,MERCHANT,jewellery,local_pattern,augmented
Jadeja Movers & P,MERCHANT,travel,local_pattern,augmented
Mor***,MERCHANT,travel,local_pattern,augmented
Tushar   Computers,MERCHANT,electronics,local_pattern,augmented
ValuePharmacy,MERCHANT,medical,local_pattern,augmented
Mata Vaishno Dhaba,MERCHANT,restaurant,local_pattern,original
Popular Saree House,MERCHANT,clothing,local_pattern,original
Chamunad Store,MERCHANT,local_shop,local_pattern,augmented
Sanjay Flower Shop,MERCHANT,local_shop,local_pattern,original
Old Barber Shop,MERCHANT,salon,local_pattern,original
Elite Non Veg Cornner,MERCHANT,restaurant,local_pattern,augmented
Gurdwara  Xerox,MERCHANT,stationery,local_pattern,augmented
Jadeja Sabzi...,MERCHANT,local_shop,desi_pattern,augmented
Qureshi Dhbaa,MERCHANT,restaurant,local_pattern,augmented
Tandon Sam.,MERCHANT,local_shop,desi_pattern,augmented
Mukherjee Surgical,MERCHANT,medical,local_pattern,original
SalamStationers,MERCHANT,stationery,local_pattern,augmented
PParekh Steel,MERCHANT,hardware,local_pattern,augmented
PAY-Sachin Interiors,MERCHANT,furniture,local_pattern,augmented
Nair Beauty Parlour,MERCHANT,salon,local_pattern,original
Elite TV Repair262,MERCHANT,electronics,local_pattern,augmented
PathanProvisioenStore,MERCHANT,local_shop,local_pattern,augmented
PAY-Jai Durga Gold & Silver,MERCHANT,jewellery,local_pattern,augmented
Premier Health Centre,MERCHANT,medical,local_pattern,original
StandardGoldHouse,MERCHANT,jewellery,local_pattern,augmented
i- Petrol Pump,MERCHANT,fuel,local_pattern,original
Moonl..,MERCHANT,clothing,local_pattern,augmented
PAY-Kapoor Juice Centre,MERCHANT,restaurant,local_pattern,augmented
KulfiZone,MERCHANT,local_shop,desi_pattern,augmented
Baba  Digital,MERCHANT,electronics,local_pattern,augmented
Faizz Tourism,MERCHANT,travel,local_pattern,augmented
UPI/Sharma Salon,MERCHANT,salon,local_pattern,augmented
Rao Boutique/43,MERCHANT,clothing,local_pattern,augmented
Mi Ey Cl,MERCHANT,medical,local_pattern,augmented
Malh Mart,MERCHANT,local_shop,local_pattern,augmented
PatilLegalServices,MERCHANT,professional,local_pattern,augmented
Value.Mobile.Shop,MERCHANT,electronics,local_pattern,augmented
Gauri Tyre House,MERCHANT,auto,local_pattern,original
Ver***,MERCHANT,clothing,local_pattern,augmented
Gaikwad rPinting Press,MERCHANT,stationery,local_pattern,augmented
Tau Beaut Parlor,MERCHANT,salon,local_pattern,augmented
Silver rgo,MERCHANT,travel,local_pattern,augmented
Manoj Centre11,MERCHANT,local_shop,local_pattern,augmented
Shri Ram Surgi...,MERCHANT,medical,local_pattern,augmented
Lakshmi Optica,MERCHANT,local_shop,local_pattern,augmented
Mee Plu,MERCHANT,hardware,local_pattern,augmented
Pathan General Store/98,MERCHANT,local_shop,local_pattern,augmented
P2P-Tiranga Juice Corner,MERCHANT,restaurant,local_pattern,augmented
Behera Institute,MERCHANT,education,local_pattern,original
Chacha Store,MERCHANT,local_shop,local_pattern,original
IMPS-Pink Biryani Corner,MERCHANT,restaurant,local_pattern,augmented
Shinde   Gift   House,MERCHANT,local_shop,local_pattern,augmented
Laksmhi Sports,MERCHANT,local_shop,local_pattern,augmented
Pintu   Ka   Store,MERCHANT,local_shop,desi_pattern,augmented
Raat Bulion,MERCHANT,jewellery,local_pattern,augmented
UPI/Kumar Interiors,MERCHANT,furniture,local_pattern,augmented
Maa Kali Spare Parts,MERCHANT,auto,local_pattern,original
Computer Wale,MERCHANT,local_shop,desi_pattern,original
Mahadev Public School,MERCHANT,education,local_pattern,original
VijayBeautySalon,MERCHANT,salon,local_pattern,augmented
Sh Sw Ho,MERCHANT,restaurant,local_pattern,augmented
ModelDentalClinic,MERCHANT,medical,local_pattern,augmented
Singh_Trading_Co,MERCHANT,local_shop,local_pattern,augmented
Best   Ortho   Clinic,MERCHANT,medical,local_pattern,augmented
Al Kabir Hotel,MERCHANT,restaurant,local_pattern,original
Fresh Clo Store,MERCHANT,clothing,local_pattern,augmented
ikas Ironin,MERCHANT,local_shop,local_pattern,augmented
Reehman Gym,MERCHANT,local_shop,local_pattern,augmented
Modern Surgical,MERCHANT,medical,local_pattern,original
Mangal Fitness,MERCHANT,local_shop,local_pattern,original
